,codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_sub_cuenca,cantidad_observaciones,fecha,caudal,gauge_id,gauge_name,precip_promedio,temp_max_promedio
60,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1973-08-09 00:00:00+00:00,8.46,4540001,Rio Grande En Paloma 1,0.0,15.1000003814697
61,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1974-02-08 00:00:00+00:00,2.0,4540001,Rio Grande En Paloma 1,0.0,26.7600002288818
62,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1974-02-16 00:00:00+00:00,2.14,4540001,Rio Grande En Paloma 1,0.0,27.2600002288818
63,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1974-03-13 00:00:00+00:00,1.75,4540001,Rio Grande En Paloma 1,0.0,28.5799999237061
64,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1974-05-21 00:00:00+00:00,0.499,4540001,Rio Grande En Paloma 1,0.0,19.4599990844727
65,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1974-07-21 00:00:00+00:00,0.12,4540001,Rio Grande En Paloma 1,0.0,11.2200002670288
66,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1975-03-15 00:00:00+00:00,1.98,4540001,Rio Grande En Paloma 1,0.0,24.7199993133545
67,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1975-09-08 00:00:00+00:00,0.496,4540001,Rio Grande En Paloma 1,0.0,18.5799999237061
68,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1975-10-13 00:00:00+00:00,0.352,4540001,Rio Grande En Paloma 1,0.0,27.2199993133545
69,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1975-11-04 00:00:00+00:00,0.462,4540001,Rio Grande En Paloma 1,0.0,18.6599998474121
70,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1976-01-30 00:00:00+00:00,0.555,4540001,Rio Grande En Paloma 1,0.0,24.4599990844727
71,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1976-02-16 00:00:00+00:00,1.27,4540001,Rio Grande En Paloma 1,0.0,25.9799995422363
72,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1976-03-09 00:00:00+00:00,1.58,4540001,Rio Grande En Paloma 1,0.0,23.5
73,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1976-07-18 00:00:00+00:00,0.06,4540001,Rio Grande En Paloma 1,0.0,20.6200008392334
74,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1976-11-21 00:00:00+00:00,0.665,4540001,Rio Grande En Paloma 1,0.0,25.6200008392334
75,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1977-06-03 00:00:00+00:00,0.039,4540001,Rio Grande En Paloma 1,0.0,19.0599994659424
76,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1977-08-09 00:00:00+00:00,0.04,4540001,Rio Grande En Paloma 1,9.04166698455811,14.5799999237061
77,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1977-08-12 00:00:00+00:00,0.04,4540001,Rio Grande En Paloma 1,0.0,13.0200004577637
78,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1977-11-06 00:00:00+00:00,1.46,4540001,Rio Grande En Paloma 1,0.0,27.9200000762939
79,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-02-26 00:00:00+00:00,2.59,4540001,Rio Grande En Paloma 1,0.0,25.0599994659424
80,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-03-18 00:00:00+00:00,1.89,4540001,Rio Grande En Paloma 1,0.0,26.4400005340576
81,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-03-20 00:00:00+00:00,1.93,4540001,Rio Grande En Paloma 1,0.0,26.5400009155273
82,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-05-28 00:00:00+00:00,9.3,4540001,Rio Grande En Paloma 1,0.0,20.4200000762939
83,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-08-22 00:00:00+00:00,0.028,4540001,Rio Grande En Paloma 1,0.0,17.1200008392334
84,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-10-12 00:00:00+00:00,13.7,4540001,Rio Grande En Paloma 1,0.0,22.6599998474121
85,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1978-12-04 00:00:00+00:00,184.0,4540001,Rio Grande En Paloma 1,0.0,22.3999996185303
86,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-01-21 00:00:00+00:00,2.71,4540001,Rio Grande En Paloma 1,0.0,28.1000003814697
87,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-02-20 00:00:00+00:00,1.9,4540001,Rio Grande En Paloma 1,0.0,31.6749992370605
88,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-07-05 00:00:00+00:00,1.05,4540001,Rio Grande En Paloma 1,0.0,20.2749996185303
89,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-07-20 00:00:00+00:00,2.76,4540001,Rio Grande En Paloma 1,0.0,27.2250003814697
90,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-08-05 00:00:00+00:00,0.712,4540001,Rio Grande En Paloma 1,0.0,24.7749996185303
91,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-10-02 00:00:00+00:00,1.81,4540001,Rio Grande En Paloma 1,0.0,20.1499996185303
92,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-10-05 00:00:00+00:00,1.77,4540001,Rio Grande En Paloma 1,0.0,21.0499992370605
93,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-10-11 00:00:00+00:00,1.57,4540001,Rio Grande En Paloma 1,0.100000001490116,26.6000003814697
94,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-10-14 00:00:00+00:00,1.25,4540001,Rio Grande En Paloma 1,0.0,28.0249996185303
95,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-11-29 00:00:00+00:00,1.91,4540001,Rio Grande En Paloma 1,0.0,24.8250007629395
96,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-12-08 00:00:00+00:00,2.43,4540001,Rio Grande En Paloma 1,0.0,33.4749984741211
97,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1979-12-17 00:00:00+00:00,2.65,4540001,Rio Grande En Paloma 1,0.0,27.25
98,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1980-01-04 00:00:00+00:00,3.08,4540001,Rio Grande En Paloma 1,0.0,27.2000007629395
99,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1980-04-09 00:00:00+00:00,0.154,4540001,Rio Grande En Paloma 1,24.0599994659424,21.2250003814697
100,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1980-04-27 00:00:00+00:00,0.04,4540001,Rio Grande En Paloma 1,0.0,24.5
101,4540001,DGA,dga_web,Rio Grande En Paloma 1,310,-30.6833000183105,-71.0500030517578,45,Rio Grande Bajo (Entre E Paloma Y Rio Hurtado),11575,1980-06-03 00:00:00+00:00,0.904,4540001,Rio Grande En Paloma 1,0.0,27.0750007629395
